,barcode,create_time,el_no,result
3097,503739,1550262443.6046374,Line2,1
3098,503740,1550262458.6308477,Line2,1
3099,3741,1550262455.3937593,Line1,0
3100,503741,1550262473.6398733,Line2,1
3101,3742,1550262470.4032855,Line1,1
3102,3743,1550262485.4131405,Line1,1
3103,503742,1550262488.6492968,Line2,1
3104,3744,1550262500.4206483,Line1,1
3105,503743,1550262503.6588423,Line2,1
3106,3745,1550262515.4288137,Line1,1
3107,503744,1550262518.6713307,Line2,1
3108,3746,1550262530.443578,Line1,1
3109,503745,1550262533.680636,Line2,0
3110,3747,1550262545.4532855,Line1,1
3111,503746,1550262548.6907244,Line2,1
3112,3748,1550262560.461254,Line1,1
3113,503747,1550262563.6975222,Line2,0
3114,3749,1550262575.483706,Line1,1
3115,503748,1550262578.7055552,Line2,1
3116,3750,1550262590.4925008,Line1,1
3117,503749,1550262593.7141097,Line2,1
3118,503750,1550262608.7255013,Line2,1
3119,3751,1550262605.5029411,Line1,0
3120,503751,1550262623.7289624,Line2,1
3121,3752,1550262620.5340714,Line1,1
3122,3753,1550262635.5466013,Line1,1
3123,503752,1550262638.7358737,Line2,1
3124,3754,1550262650.5550578,Line1,1
3125,503753,1550262653.7452965,Line2,0
3126,3755,1550262665.5599792,Line1,1
3127,503754,1550262668.749217,Line2,0
3128,3756,1550262680.562574,Line1,1
3129,3757,1550262695.5675175,Line1,1
3130,503755,1550262683.750522,Line2,0
3131,503756,1550262698.7576687,Line2,1
3132,3758,1550262710.5750406,Line1,1
3133,503757,1550262713.7642784,Line2,1
3134,3759,1550262725.5821025,Line1,1
3135,503758,1550262728.7734609,Line2,1
3136,3760,1550262740.6075256,Line1,1
3137,503759,1550262743.780913,Line2,1
3138,3761,1550262755.6167436,Line1,1
3139,503760,1550262758.7923338,Line2,1
3140,3762,1550262770.6292338,Line1,0
3141,503761,1550262773.8026433,Line2,0
3142,503762,1550262788.8095622,Line2,1
3143,3763,1550262785.635098,Line1,0
3144,503763,1550262803.8095667,Line2,1
3145,3764,1550262800.6355402,Line1,1
3146,3765,1550262815.644652,Line1,1
3147,3766,1550262830.6558995,Line1,1
3148,503764,1550262818.8204634,Line2,0
3149,503765,1550262833.8282545,Line2,1
3150,3767,1550262845.6782496,Line1,1
3151,503766,1550262848.8350418,Line2,0
3152,3768,1550262860.6832416,Line1,1
3153,503767,1550262863.8426402,Line2,1
3154,3769,1550262875.6942518,Line1,1
3155,503768,1550262878.8519742,Line2,1
3156,503769,1550262893.857559,Line2,1
3157,3770,1550262890.7008262,Line1,0
3158,503770,1550262908.8602903,Line2,1
3159,3771,1550262905.702481,Line1,1
3160,3772,1550262920.7117097,Line1,1
3161,503771,1550262923.870658,Line2,1
3162,503772,1550262938.8805456,Line2,1
3163,3773,1550262935.7225254,Line1,0
3164,503773,1550262953.8885496,Line2,1
3165,3774,1550262950.7316518,Line1,0
3166,503774,1550262968.9038937,Line2,1
3167,503775,1550262983.9086635,Line2,1
3168,3775,1550262965.7400908,Line1,0
3169,3776,1550262980.7525494,Line1,1
3170,503776,1550262998.9155703,Line2,1
3171,3777,1550262995.755545,Line1,1
3172,3778,1550263010.7840405,Line1,1
3173,3779,1550263025.7935383,Line1,1
3174,503777,1550263013.92614,Line2,0
3175,503778,1550263028.9369066,Line2,1
3176,3780,1550263040.7984917,Line1,1
3177,503779,1550263043.9419274,Line2,1
3178,3781,1550263055.8090038,Line1,0
3179,503780,1550263058.951092,Line2,0
3180,3782,1550263070.8093855,Line1,1
3181,3783,1550263085.8117087,Line1,1
3182,503781,1550263073.9532743,Line2,0
3183,503782,1550263088.97881,Line2,1
3184,3784,1550263100.8257759,Line1,1
3185,503783,1550263103.9847877,Line2,1
3186,3785,1550263115.836406,Line1,1
3187,503784,1550263118.9931836,Line2,1
3188,3786,1550263130.8389359,Line1,1
3189,503785,1550263133.9967117,Line2,1
3190,3787,1550263145.839872,Line1,1
3191,503786,1550263148.9967406,Line2,1
3192,3788,1550263160.849157,Line1,1
3193,503787,1550263164.0058863,Line2,1
3194,3789,1550263175.85737,Line1,1
3195,503788,1550263179.0154152,Line2,1
3196,3790,1550263190.86671,Line1,1
3197,503789,1550263194.0244186,Line2,0
3198,3791,1550263205.8724422,Line1,1
3199,503790,1550263209.0317416,Line2,1
3200,503791,1550263224.0396597,Line2,1
3201,3792,1550263220.898526,Line1,0
3202,503792,1550263239.0438645,Line2,1
3203,3793,1550263235.9043922,Line1,1
3204,3794,1550263250.917663,Line1,1
3205,503793,1550263254.0465598,Line2,1
3206,3795,1550263265.929189,Line1,1
3207,503794,1550263269.054715,Line2,1
3208,3796,1550263280.9383595,Line1,1
3209,503795,1550263284.0660298,Line2,1
3210,3797,1550263295.9484284,Line1,1
3211,503796,1550263299.0739646,Line2,0
3212,3798,1550263310.9502468,Line1,1
3213,503797,1550263314.075922,Line2,1
3214,3799,1550263325.9561348,Line1,1
3215,503798,1550263329.081643,Line2,1
3216,503799,1550263344.0897927,Line2,1
3217,3800,1550263340.9632792,Line1,0
3218,503800,1550263359.0944762,Line2,1
3219,3801,1550263355.9688053,Line1,1
3220,3802,1550263370.9743142,Line1,1
3221,503801,1550263374.099938,Line2,1
3222,3803,1550263385.9809182,Line1,1
3223,503802,1550263389.108696,Line2,1
3224,3804,1550263400.9932468,Line1,1
3225,503803,1550263404.1209052,Line2,1
3226,3805,1550263416.003691,Line1,1
3227,503804,1550263419.1302192,Line2,0
3228,3806,1550263431.0121236,Line1,1
3229,503805,1550263434.140068,Line2,1
3230,3807,1550263446.0199673,Line1,1
3231,503806,1550263449.1464863,Line2,0
3232,3808,1550263461.025619,Line1,1
3233,503807,1550263464.1535273,Line2,1
3234,3809,1550263476.0357244,Line1,1
3235,503808,1550263479.1622522,Line2,1
3236,3810,1550263491.0437498,Line1,1
3237,503809,1550263494.1724539,Line2,1
3238,3811,1550263506.0527704,Line1,1
3239,503810,1550263509.1814885,Line2,1
3240,3812,1550263521.0643477,Line1,1
3241,503811,1550263524.1899147,Line2,1
3242,3813,1550263536.0726645,Line1,0
3243,503812,1550263539.2004032,Line2,0
3244,3814,1550263551.0749643,Line1,1
3245,503813,1550263554.207677,Line2,1
3246,3815,1550263566.0770898,Line1,1
3247,503814,1550263569.2192657,Line2,1
3248,3816,1550263581.0873294,Line1,1
3249,503815,1550263584.2285285,Line2,1
3250,3817,1550263596.092018,Line1,1
3251,503816,1550263599.234473,Line2,1
3252,3818,1550263611.1000123,Line1,1
3253,503817,1550263614.2434163,Line2,1
3254,503818,1550263629.2504654,Line2,1
3255,3819,1550263626.1084404,Line1,0
3256,503819,1550263644.2510874,Line2,1
3257,3820,1550263641.1108365,Line1,1
3258,3821,1550263656.116012,Line1,1
3259,503820,1550263659.258847,Line2,1
3260,3822,1550263671.1251767,Line1,1
3261,503821,1550263674.266327,Line2,1
3262,3823,1550263686.133692,Line1,1
3263,503822,1550263689.277141,Line2,0
3264,3824,1550263701.1416197,Line1,1
3265,503823,1550263704.2820928,Line2,1
3266,3825,1550263716.1458604,Line1,1
3267,503824,1550263719.2903724,Line2,0
3268,3826,1550263731.1569867,Line1,1
3269,503825,1550263734.300738,Line2,1
3270,3827,1550263746.166856,Line1,1
3271,503826,1550263749.308925,Line2,0
3272,3828,1550263761.1777544,Line1,1
3273,503827,1550263764.3228858,Line2,1
3274,3829,1550263776.188993,Line1,1
3275,503828,1550263779.3333168,Line2,1
3276,3830,1550263791.2015786,Line1,1
3277,503829,1550263794.3437567,Line2,1
3278,3831,1550263806.207953,Line1,1
3279,503830,1550263809.3503664,Line2,1
3280,3832,1550263821.2131257,Line1,1
3281,503831,1550263824.35428,Line2,1
3282,3833,1550263836.221231,Line1,1
3283,503832,1550263839.363722,Line2,1
3284,3834,1550263851.231913,Line1,1
3285,503833,1550263854.3740225,Line2,1
3286,3835,1550263866.2442372,Line1,1
3287,503834,1550263869.3811061,Line2,1
3288,503835,1550263884.38952,Line2,1
3289,3836,1550263881.2472236,Line1,0
3290,503836,1550263899.397823,Line2,1
3291,3837,1550263896.2554996,Line1,1
3292,3838,1550263911.2669349,Line1,1
3293,503837,1550263914.4080868,Line2,1
3294,3839,1550263926.2739766,Line1,1
3295,503838,1550263929.4175253,Line2,1
3296,3840,1550263941.284652,Line1,1
3297,503839,1550263944.426756,Line2,1
3298,503840,1550263959.4368901,Line2,1
3299,3841,1550263956.2947977,Line1,0
3300,503841,1550263974.447352,Line2,1
3301,3842,1550263971.306101,Line1,0
3302,3843,1550263986.3100102,Line1,1
3303,503842,1550263989.4502857,Line2,0
3304,3844,1550264001.3128028,Line1,1
3305,503843,1550264004.455089,Line2,1
3306,3845,1550264016.3235006,Line1,1
3307,503844,1550264019.46469,Line2,1
3308,3846,1550264031.3325014,Line1,1
3309,503845,1550264034.4745548,Line2,0
3310,503846,1550264049.481005,Line2,1
3311,3847,1550264046.3394988,Line1,0
3312,503847,1550264064.488518,Line2,1
3313,3848,1550264061.3466983,Line1,1
3314,3849,1550264076.3695464,Line1,1
3315,503848,1550264079.496058,Line2,1
3316,503849,1550264094.5042336,Line2,1
3317,3850,1550264091.3778358,Line1,0
3318,3851,1550264106.3842015,Line1,1
3319,503850,1550264109.511488,Line2,0
3320,3852,1550264121.3882544,Line1,1
3321,503851,1550264124.5139318,Line2,1
3322,3853,1550264136.3973045,Line1,1
3323,503852,1550264139.52385,Line2,0
3324,3854,1550264151.4061227,Line1,1
3325,503853,1550264154.534124,Line2,1
3326,3855,1550264166.4171438,Line1,1
3327,503854,1550264169.5426657,Line2,1
3328,503855,1550264184.565285,Line2,1
3329,3856,1550264181.4209616,Line1,0
3330,503856,1550264199.5726304,Line2,1
3331,3857,1550264196.4346359,Line1,1
3332,3858,1550264211.4531157,Line1,1
3333,503857,1550264214.5820048,Line2,0
3334,503858,1550264229.5876057,Line2,1
3335,3859,1550264226.479118,Line1,0
3336,503859,1550264244.589912,Line2,1
3337,3860,1550264241.509725,Line1,1
3338,503860,1550264259.5963252,Line2,1
3339,3861,1550264256.5331004,Line1,0
3340,503861,1550264274.6062908,Line2,1
3341,3862,1550264271.5445023,Line1,0
3342,503862,1550264289.6153574,Line2,1
3343,3863,1550264286.5523102,Line1,1
3344,503863,1550264304.6284788,Line2,1
3345,3864,1550264301.5622103,Line1,1
3346,3865,1550264316.5726418,Line1,0
3347,503864,1550264319.6370795,Line2,0
3348,3866,1550264331.5752437,Line1,1
3349,503865,1550264334.6419182,Line2,1
3350,3867,1550264346.5808465,Line1,1
3351,503866,1550264349.6461704,Line2,1
3352,3868,1550264361.5894663,Line1,1
3353,503867,1550264364.6525059,Line2,0
3354,3869,1550264376.5937278,Line1,1
3355,503868,1550264379.664402,Line2,1
3356,3870,1550264391.6071668,Line1,1
3357,503869,1550264394.672431,Line2,0
3358,503870,1550264409.679965,Line2,1
3359,3871,1550264406.6157973,Line1,0
3360,503871,1550264424.6868672,Line2,1
3361,3872,1550264421.639321,Line1,1
3362,3873,1550264436.6624389,Line1,1
3363,503872,1550264439.6942818,Line2,1
3364,3874,1550264451.6695411,Line1,1
3365,503873,1550264454.7037208,Line2,0
3366,3875,1550264466.6798446,Line1,1
3367,503874,1550264469.7149477,Line2,1
3368,3876,1550264481.7073128,Line1,1
3369,503875,1550264484.7244275,Line2,1
3370,503876,1550264499.730345,Line2,1
3371,3877,1550264496.7140958,Line1,0
3372,503877,1550264514.7341025,Line2,1
3373,3878,1550264511.7169123,Line1,0
3374,503878,1550264529.7474725,Line2,1
3375,3879,1550264526.7314029,Line1,1
3376,503879,1550264544.7607641,Line2,1
3377,3880,1550264541.7423441,Line1,1
3378,3881,1550264556.7527628,Line1,1
3379,503880,1550264559.7689872,Line2,1
3380,3882,1550264571.76039,Line1,1
3381,503881,1550264574.7787776,Line2,0
3382,3883,1550264586.7701793,Line1,1
3383,503882,1550264589.7874472,Line2,1
3384,3884,1550264601.7817147,Line1,1
3385,503883,1550264604.8001513,Line2,1
3386,3885,1550264616.7945616,Line1,1
3387,503884,1550264619.8107758,Line2,1
3388,3886,1550264631.8022046,Line1,1
3389,503885,1550264634.8217459,Line2,0
3390,3887,1550264646.811239,Line1,1
3391,503886,1550264649.8284128,Line2,0
3392,503887,1550264664.8388183,Line2,1
3393,3888,1550264661.8224988,Line1,0
3394,503888,1550264679.8441038,Line2,1
3395,3889,1550264676.8251438,Line1,0
3396,503889,1550264694.8570926,Line2,1
3397,3890,1550264691.8270812,Line1,1
3398,503890,1550264709.871368,Line2,1
3399,3891,1550264706.8382785,Line1,1
3400,3892,1550264721.8477957,Line1,1
3401,503891,1550264724.8805883,Line2,0
3402,3893,1550264736.8549147,Line1,1
3403,503892,1550264739.8918922,Line2,1
3404,3894,1550264751.8653631,Line1,1
3405,503893,1550264754.899462,Line2,1
3406,3895,1550264766.8746583,Line1,0
3407,503894,1550264769.9075074,Line2,0
3408,3896,1550264781.8876977,Line1,1
3409,3897,1550264796.9028673,Line1,1
3410,503895,1550264784.914977,Line2,0
3411,503896,1550264799.919127,Line2,1
3412,503897,1550264814.9214003,Line2,1
3413,3898,1550264811.917534,Line1,0
3414,503898,1550264829.9351602,Line2,1
3415,3899,1550264826.9188702,Line1,1
3416,3900,1550264841.926164,Line1,1
3417,503899,1550264844.9446545,Line2,1
3418,3901,1550264856.933617,Line1,1
3419,503900,1550264859.951721,Line2,1
3420,3902,1550264871.9372952,Line1,1
3421,503901,1550264874.9555938,Line2,1
3422,503902,1550264889.9622095,Line2,1
3423,3903,1550264886.9459596,Line1,0
3424,3904,1550264901.9499779,Line1,1
3425,503903,1550264904.9686651,Line2,0
3426,3905,1550264916.970998,Line1,1
3427,503904,1550264919.9717715,Line2,0
3428,3906,1550264931.9760327,Line1,1
3429,503905,1550264934.9831336,Line2,1
3430,503906,1550264949.9905572,Line2,1
3431,3907,1550264946.9889042,Line1,0
3432,503907,1550264964.9960744,Line2,1
3433,3908,1550264961.9943914,Line1,1
3434,3909,1550264976.9991314,Line1,1
3435,503908,1550264980.0028603,Line2,1
3436,3910,1550264992.007738,Line1,0
3437,503909,1550264995.0092685,Line2,0
3438,3911,1550265007.0123813,Line1,1
3439,3912,1550265022.0151386,Line1,1
3440,503910,1550265010.0116808,Line2,0
3441,503911,1550265025.0169435,Line2,1
3442,3913,1550265037.0385406,Line1,1
3443,503912,1550265040.0256112,Line2,1
3444,3914,1550265052.0486867,Line1,1
3445,503913,1550265055.0346408,Line2,1
3446,3915,1550265067.058025,Line1,1
3447,503914,1550265070.0452325,Line2,1
3448,3916,1550265082.0726736,Line1,1
3449,503915,1550265085.0598257,Line2,1
3450,3917,1550265097.084117,Line1,1
3451,503916,1550265100.0689833,Line2,1
3452,503917,1550265115.0793803,Line2,1
3453,3918,1550265112.093229,Line1,0
3454,503918,1550265130.089967,Line2,1
3455,3919,1550265127.1063225,Line1,1
3456,3920,1550265142.1094842,Line1,1
3457,503919,1550265145.0944147,Line2,0
3458,3921,1550265157.1155875,Line1,1
3459,503920,1550265160.1035707,Line2,0
3460,3922,1550265172.1224885,Line1,1
3461,503921,1550265175.1087394,Line2,1
3462,3923,1550265187.1373694,Line1,1
3463,503922,1550265190.1098318,Line2,1
3464,3924,1550265202.1497486,Line1,1
3465,503923,1550265205.1200004,Line2,1
3466,3925,1550265217.159957,Line1,1
3467,503924,1550265220.1323526,Line2,1
3468,3926,1550265232.1708622,Line1,1
3469,503925,1550265235.1411867,Line2,1
3470,3927,1550265247.1805103,Line1,0
3471,503926,1550265250.1511178,Line2,0
3472,3928,1550265262.1861448,Line1,0
3473,503927,1550265265.1556497,Line2,0
3474,3929,1550265277.1952124,Line1,1
3475,503928,1550265280.1573207,Line2,1
3476,3930,1550265292.1983573,Line1,0
3477,503929,1550265295.1709685,Line2,0
3478,3931,1550265307.2008862,Line1,1
3479,503930,1550265310.1714823,Line2,1
3480,3932,1550265322.2066345,Line1,1
3481,503931,1550265325.1769013,Line2,1
3482,3933,1550265337.2137797,Line1,1
3483,503932,1550265340.1852877,Line2,1
3484,3934,1550265352.224133,Line1,1
3485,503933,1550265355.194419,Line2,1
3486,503934,1550265370.2068663,Line2,1
3487,3935,1550265367.2499669,Line1,0
3488,503935,1550265385.2167926,Line2,1
3489,3936,1550265382.2627819,Line1,1
3490,3937,1550265397.2703798,Line1,1
3491,503936,1550265400.2250004,Line2,1
3492,3938,1550265412.2777605,Line1,1
3493,503937,1550265415.2336197,Line2,1
3494,503938,1550265430.2419014,Line2,1
3495,3939,1550265427.2882843,Line1,0
3496,503939,1550265445.255992,Line2,1
3497,3940,1550265442.3018653,Line1,1
3498,3941,1550265457.3253798,Line1,1
3499,503940,1550265460.2633927,Line2,1
3500,3942,1550265472.3501577,Line1,1
3501,503941,1550265475.2739213,Line2,1
3502,3943,1550265487.360813,Line1,1
3503,503942,1550265490.2841733,Line2,1
3504,3944,1550265502.3693397,Line1,1
3505,503943,1550265505.2940862,Line2,0
3506,3945,1550265517.3775866,Line1,1
3507,503944,1550265520.302485,Line2,0
3508,3946,1550265532.3852105,Line1,1
3509,503945,1550265535.3093553,Line2,1
3510,3947,1550265547.3901293,Line1,1
3511,503946,1550265550.3127136,Line2,1
3512,3948,1550265562.40036,Line1,1
3513,503947,1550265565.324926,Line2,1
3514,503948,1550265580.3343792,Line2,1
3515,3949,1550265577.4119165,Line1,0
3516,3950,1550265592.4187908,Line1,1
3517,503949,1550265595.3414304,Line2,0
3518,3951,1550265607.4442358,Line1,1
3519,503950,1550265610.3522243,Line2,1
3520,3952,1550265622.4548273,Line1,1
3521,503951,1550265625.3638492,Line2,1
3522,503952,1550265640.3701606,Line2,1
3523,3953,1550265637.4633205,Line1,0
3524,503953,1550265655.3776753,Line2,1
3525,3954,1550265652.4697063,Line1,1
3526,3955,1550265667.4779544,Line1,1
3527,503954,1550265670.3878708,Line2,1
3528,3956,1550265682.4882343,Line1,0
3529,503955,1550265685.3959417,Line2,0
3530,3957,1550265697.4935932,Line1,1
3531,503956,1550265700.4014852,Line2,1
3532,3958,1550265712.5029354,Line1,1
3533,503957,1550265715.4098475,Line2,1
3534,503958,1550265730.418481,Line2,1
3535,3959,1550265727.5094798,Line1,0
3536,503959,1550265745.4246812,Line2,1
3537,3960,1550265742.5144234,Line1,1
3538,3961,1550265757.5236514,Line1,1
3539,503960,1550265760.4305336,Line2,1
3540,3962,1550265772.5341692,Line1,1
3541,503961,1550265775.4442432,Line2,0
3542,3963,1550265787.5494597,Line1,1
3543,503962,1550265790.4573705,Line2,0
3544,3964,1550265802.559582,Line1,1
3545,503963,1550265805.4665992,Line2,1
3546,3965,1550265817.5874603,Line1,1
3547,503964,1550265820.47991,Line2,1
3548,3966,1550265832.6106353,Line1,0
3549,503965,1550265835.4871242,Line2,0
3550,3967,1550265847.6220975,Line1,1
3551,503966,1550265850.498009,Line2,1
3552,3968,1550265862.6353014,Line1,1
3553,503967,1550265865.5118544,Line2,1
3554,3969,1550265877.6457453,Line1,1
3555,503968,1550265880.5213647,Line2,1
3556,503969,1550265895.527908,Line2,1
3557,3970,1550265892.6524026,Line1,0
3558,503970,1550265910.529462,Line2,1
3559,3971,1550265907.6537344,Line1,1
3560,503971,1550265925.5303006,Line2,1
3561,3972,1550265922.653838,Line1,0
3562,503972,1550265940.5378618,Line2,1
3563,3973,1550265937.660969,Line1,1
3564,3974,1550265952.6689124,Line1,1
3565,503973,1550265955.545397,Line2,0
3566,3975,1550265967.6758626,Line1,1
3567,503974,1550265970.5571046,Line2,1
3568,3976,1550265982.688921,Line1,1
3569,503975,1550265985.5655217,Line2,1
3570,3977,1550265997.6963427,Line1,1
3571,503976,1550266000.5719686,Line2,1
3572,3978,1550266012.7070713,Line1,1
3573,503977,1550266015.581371,Line2,1
3574,3979,1550266027.7176285,Line1,1
3575,503978,1550266030.5934832,Line2,0
3576,3980,1550266042.7408063,Line1,1
3577,503979,1550266045.6018312,Line2,1
3578,3981,1550266057.7520008,Line1,1
3579,503980,1550266060.6119046,Line2,1
3580,3982,1550266072.7589564,Line1,1
3581,503981,1550266075.6201808,Line2,1
3582,3983,1550266087.7708967,Line1,1
3583,503982,1550266090.6317391,Line2,0
3584,3984,1550266102.776893,Line1,1
3585,503983,1550266105.6394374,Line2,1
3586,503984,1550266120.6474931,Line2,1
3587,3985,1550266117.7875588,Line1,0
3588,3986,1550266132.7963107,Line1,1
3589,503985,1550266135.6563575,Line2,0
3590,3987,1550266147.7993057,Line1,1
3591,503986,1550266150.6597788,Line2,1
3592,3988,1550266162.8079436,Line1,1
3593,503987,1550266165.6680279,Line2,1
3594,3989,1550266177.816495,Line1,1
3595,503988,1550266180.6754694,Line2,0
3596,3990,1550266192.8276186,Line1,0
3597,503989,1550266195.6886947,Line2,0
3598,3991,1550266207.8360202,Line1,1
3599,503990,1550266210.712664,Line2,1
3600,3992,1550266222.838928,Line1,1
3601,503991,1550266225.7178347,Line2,0
3602,3993,1550266237.8445463,Line1,1
3603,503992,1550266240.7202704,Line2,1
3604,3994,1550266252.853177,Line1,1
3605,503993,1550266255.728806,Line2,0
3606,3995,1550266267.8590975,Line1,1
3607,503994,1550266270.7357912,Line2,1
3608,3996,1550266282.8688824,Line1,1
3609,503995,1550266285.7462862,Line2,1
3610,503996,1550266300.7552626,Line2,1
3611,3997,1550266297.878829,Line1,0
3612,503997,1550266315.7642817,Line2,1
3613,3998,1550266312.903127,Line1,1
3614,3999,1550266327.913887,Line1,0
3615,503998,1550266330.776979,Line2,0
3616,4000,1550266342.9190753,Line1,1
3617,4001,1550266357.9234083,Line1,1
3618,503999,1550266345.779128,Line2,0
3619,504000,1550266360.7873569,Line2,1
3620,4002,1550266372.935762,Line1,0
3621,504001,1550266375.794946,Line2,0
3622,4003,1550266387.9431026,Line1,1
3623,504002,1550266390.8042538,Line2,1
3624,4004,1550266402.9571314,Line1,1
3625,504003,1550266405.8194962,Line2,1
3626,504004,1550266420.842273,Line2,1
3627,4005,1550266417.9667263,Line1,0
3628,504005,1550266435.8479967,Line2,1
3629,4006,1550266432.9736392,Line1,1
3630,4007,1550266447.9794767,Line1,1
3631,504006,1550266450.8563037,Line2,1
3632,4008,1550266462.9868968,Line1,1
3633,504007,1550266465.86247,Line2,1
3634,4009,1550266477.99794,Line1,1
3635,504008,1550266480.8734524,Line2,0
3636,4010,1550266493.0059457,Line1,1
3637,504009,1550266495.8959246,Line2,0
3638,4011,1550266508.021308,Line1,1
3639,504010,1550266510.8969505,Line2,1
3640,4012,1550266523.0256817,Line1,1
3641,504011,1550266525.9026146,Line2,1
3642,4013,1550266538.0352254,Line1,1
3643,504012,1550266540.9107792,Line2,1
3644,4014,1550266553.0400393,Line1,1
3645,504013,1550266555.918797,Line2,0
3646,4015,1550266568.0494013,Line1,1
3647,504014,1550266570.9265654,Line2,1
3648,4016,1550266583.0592146,Line1,1
3649,504015,1550266585.935895,Line2,1
3650,4017,1550266598.0666122,Line1,1
3651,504016,1550266600.9444375,Line2,1
3652,4018,1550266613.0759447,Line1,1
3653,504017,1550266615.968276,Line2,1
3654,4019,1550266628.086414,Line1,1
3655,504018,1550266630.978837,Line2,1
3656,504019,1550266645.989953,Line2,1
3657,4020,1550266643.0977693,Line1,0
3658,504020,1550266661.0205462,Line2,1
3659,4021,1550266658.0977943,Line1,1
3660,4022,1550266673.1042304,Line1,1
3661,504021,1550266676.026588,Line2,1
3662,504022,1550266691.0529127,Line2,1
3663,4023,1550266688.1135702,Line1,0
3664,504023,1550266706.0594454,Line2,1
3665,4024,1550266703.1211133,Line1,1
3666,4025,1550266718.1349845,Line1,1
3667,504024,1550266721.0729835,Line2,0
3668,4026,1550266733.1386728,Line1,1
3669,504025,1550266736.0802727,Line2,1
3670,4027,1550266748.1504996,Line1,1
3671,504026,1550266751.0894785,Line2,1
3672,4028,1550266763.1505294,Line1,1
3673,504027,1550266766.1050897,Line2,1
3674,4029,1550266778.1595664,Line1,1
3675,504028,1550266781.1164942,Line2,1
3676,4030,1550266793.1693375,Line1,1
3677,504029,1550266796.1387272,Line2,1
3678,504030,1550266811.15021,Line2,1
3679,4031,1550266808.1796896,Line1,0
3680,4032,1550266823.1902075,Line1,1
3681,504031,1550266826.1595473,Line2,0
3682,4033,1550266838.1990392,Line1,1
3683,504032,1550266841.1684337,Line2,1
3684,4034,1550266853.208415,Line1,1
3685,504033,1550266856.1799066,Line2,1
3686,504034,1550266871.1828623,Line2,1
3687,4035,1550266868.2154853,Line1,0
3688,504035,1550266886.186481,Line2,1
3689,4036,1550266883.2170687,Line1,1
3690,4037,1550266898.2233906,Line1,1
3691,504036,1550266901.1960366,Line2,1
3692,504037,1550266916.2044141,Line2,1
3693,4038,1550266913.2341244,Line1,0
3694,504038,1550266931.2271452,Line2,1
3695,4039,1550266928.2396138,Line1,1
3696,4040,1550266943.2519195,Line1,0
3697,504039,1550266946.2378728,Line2,0
3698,4041,1550266958.2630153,Line1,1
3699,504040,1550266961.2490342,Line2,1
3700,4042,1550266973.2707303,Line1,1
3701,504041,1550266976.253345,Line2,1
3702,4043,1550266988.2806,Line1,0
3703,504042,1550266991.2678556,Line2,0
3704,4044,1550267003.286716,Line1,1
3705,504043,1550267006.2718706,Line2,1
3706,4045,1550267018.2931602,Line1,1
3707,504044,1550267021.2780676,Line2,1
3708,4046,1550267033.3031194,Line1,1
3709,504045,1550267036.3037572,Line2,1
3710,4047,1550267048.3114047,Line1,1
3711,504046,1550267051.3128781,Line2,0
3712,4048,1550267063.3198466,Line1,1
3713,504047,1550267066.319175,Line2,1
3714,4049,1550267078.3259356,Line1,1
3715,504048,1550267081.3277855,Line2,1
3716,4050,1550267093.3397424,Line1,1
3717,504049,1550267096.3278644,Line2,1
3718,4051,1550267108.3503296,Line1,0
3719,504050,1550267111.3361304,Line2,0
3720,4052,1550267123.3568773,Line1,1
3721,504051,1550267126.342938,Line2,1
3722,4053,1550267138.3579736,Line1,1
3723,504052,1550267141.3452125,Line2,1
3724,4054,1550267153.3687677,Line1,1
3725,504053,1550267156.354911,Line2,1
3726,4055,1550267168.3763068,Line1,1
3727,504054,1550267171.3646953,Line2,1
3728,4056,1550267183.38722,Line1,1
3729,504055,1550267186.373111,Line2,1
3730,4057,1550267198.4015925,Line1,1
3731,504056,1550267201.3740394,Line2,1
3732,4058,1550267213.4102423,Line1,1
3733,504057,1550267216.379631,Line2,0
3734,4059,1550267228.4159422,Line1,1
3735,504058,1550267231.385618,Line2,1
3736,4060,1550267243.4203854,Line1,1
3737,504059,1550267246.3929179,Line2,1
3738,4061,1550267258.4284244,Line1,1
3739,504060,1550267261.3977203,Line2,0
3740,4062,1550267273.4354148,Line1,1
3741,504061,1550267276.4048388,Line2,0
3742,4063,1550267288.4416955,Line1,1
3743,4064,1550267303.4514525,Line1,1
3744,504062,1550267291.410331,Line2,0
3745,504063,1550267306.4229808,Line2,1
3746,4065,1550267318.460107,Line1,1
3747,504064,1550267321.4317315,Line2,1
3748,4066,1550267333.4695196,Line1,1
3749,504065,1550267336.438839,Line2,1
3750,4067,1550267348.4778666,Line1,1
3751,504066,1550267351.464645,Line2,1
3752,4068,1550267363.4870691,Line1,1
3753,504067,1550267366.4721274,Line2,1
3754,4069,1550267378.4945905,Line1,1
3755,504068,1550267381.48173,Line2,1
3756,4070,1550267393.5053315,Line1,1
3757,504069,1550267396.491218,Line2,1
3758,4071,1550267408.5140464,Line1,1
3759,504070,1550267411.5155704,Line2,1
3760,504071,1550267426.5251195,Line2,1
3761,4072,1550267423.5221672,Line1,0
3762,504072,1550267441.5273495,Line2,0
3763,4073,1550267438.528065,Line1,0
3764,4074,1550267453.5361285,Line1,1
3765,504073,1550267456.5302467,Line2,0
3766,4075,1550267468.541809,Line1,1
3767,504074,1550267471.541855,Line2,1
3768,4076,1550267483.547407,Line1,1
3769,504075,1550267486.547992,Line2,1
