,AI_result,OP_result,barcode,create_time,el_no
3034,1,1,3709,1550261975.121038,Line1
3035,1,1,503708,1550261978.3077953,Line2
3036,1,1,3710,1550261990.1288888,Line1
3037,1,1,503709,1550261993.3178022,Line2
3038,1,1,3711,1550262005.144279,Line1
3039,1,1,503710,1550262008.3199396,Line2
3040,1,1,3712,1550262020.154097,Line1
3041,1,1,503711,1550262023.3264344,Line2
3042,1,1,503712,1550262038.3357,Line2
3043,0,0,3713,1550262035.1623874,Line1
3044,1,1,3714,1550262050.1694577,Line1
3045,1,1,503713,1550262053.3390715,Line2
3046,1,1,3715,1550262065.1760664,Line1
3047,0,0,503714,1550262068.3493938,Line2
3048,1,1,3716,1550262080.1836736,Line1
3049,1,1,503715,1550262083.3562045,Line2
3050,1,1,3717,1550262095.1916742,Line1
3051,1,1,503716,1550262098.3650205,Line2
3052,1,1,3718,1550262110.1976762,Line1
3053,1,1,503717,1550262113.371127,Line2
3054,1,1,503718,1550262128.3806088,Line2
3055,0,0,3719,1550262125.2072687,Line1
3056,1,1,503719,1550262143.4018433,Line2
3057,1,1,3720,1550262140.2145042,Line1
3058,1,1,3721,1550262155.2240772,Line1
3059,1,1,503720,1550262158.4131482,Line2
3060,1,1,3722,1550262170.234247,Line1
3061,1,1,503721,1550262173.4254372,Line2
3062,1,1,3723,1550262185.245034,Line1
3063,0,0,503722,1550262188.433174,Line2
3064,1,1,503723,1550262203.4417088,Line2
3065,0,0,3724,1550262200.2526698,Line1
3066,1,1,503724,1550262218.4478374,Line2
3067,0,0,3725,1550262215.2582788,Line1
3068,1,1,503725,1550262233.4584572,Line2
3069,1,1,3726,1550262230.2710373,Line1
3070,1,1,3727,1550262245.2769198,Line1
3071,0,0,503726,1550262248.4671273,Line2
3072,1,1,3728,1550262260.2890806,Line1
3073,1,1,503727,1550262263.4772532,Line2
3074,1,1,3729,1550262275.2962682,Line1
3075,1,1,503728,1550262278.4875455,Line2
3076,1,1,3730,1550262290.3103888,Line1
3077,1,1,503729,1550262293.4993863,Line2
3078,1,1,3731,1550262305.3174784,Line1
3079,1,1,503730,1550262308.506427,Line2
3080,1,1,3732,1550262320.324617,Line1
3081,0,0,503731,1550262323.514931,Line2
3082,1,1,503732,1550262338.5325913,Line2
3083,0,0,3733,1550262335.3340614,Line1
3084,1,1,503733,1550262353.5459995,Line2
3085,1,1,3734,1550262350.3422227,Line1
3086,1,1,3735,1550262365.3496134,Line1
3087,1,1,503734,1550262368.5564895,Line2
3088,1,1,3736,1550262380.360119,Line1
3089,1,1,503735,1550262383.5647047,Line2
3090,1,1,3737,1550262395.3662388,Line1
3091,0,0,503736,1550262398.571153,Line2
3092,1,1,3738,1550262410.3732767,Line1
3093,0,0,503737,1550262413.5781043,Line2
3094,1,1,3739,1550262425.3759694,Line1
3095,1,1,503738,1550262428.593968,Line2
3096,1,1,3740,1550262440.3820744,Line1
3097,1,1,503739,1550262443.6046374,Line2
3098,1,1,503740,1550262458.6308477,Line2
3099,0,0,3741,1550262455.3937593,Line1
3100,1,1,503741,1550262473.6398733,Line2
3101,1,1,3742,1550262470.4032855,Line1
3102,1,1,3743,1550262485.4131405,Line1
3103,1,1,503742,1550262488.6492968,Line2
3104,1,1,3744,1550262500.4206483,Line1
3105,1,1,503743,1550262503.6588423,Line2
3106,1,1,3745,1550262515.4288137,Line1
3107,1,1,503744,1550262518.6713307,Line2
3108,1,1,3746,1550262530.443578,Line1
3109,0,0,503745,1550262533.680636,Line2
3110,1,1,3747,1550262545.4532855,Line1
3111,1,1,503746,1550262548.6907244,Line2
3112,1,1,3748,1550262560.461254,Line1
3113,0,0,503747,1550262563.6975222,Line2
3114,1,1,3749,1550262575.483706,Line1
3115,1,1,503748,1550262578.7055552,Line2
3116,1,1,3750,1550262590.4925008,Line1
3117,1,1,503749,1550262593.7141097,Line2
3118,1,1,503750,1550262608.7255013,Line2
3119,0,0,3751,1550262605.5029411,Line1
3120,1,1,503751,1550262623.7289624,Line2
3121,1,1,3752,1550262620.5340714,Line1
3122,1,1,3753,1550262635.5466013,Line1
3123,1,1,503752,1550262638.7358737,Line2
3124,1,1,3754,1550262650.5550578,Line1
3125,0,0,503753,1550262653.7452965,Line2
3126,1,1,3755,1550262665.5599792,Line1
3127,0,0,503754,1550262668.749217,Line2
3128,1,1,3756,1550262680.562574,Line1
3129,1,1,3757,1550262695.5675175,Line1
3130,0,0,503755,1550262683.750522,Line2
3131,1,1,503756,1550262698.7576687,Line2
3132,1,1,3758,1550262710.5750406,Line1
3133,1,1,503757,1550262713.7642784,Line2
3134,1,1,3759,1550262725.5821025,Line1
3135,1,1,503758,1550262728.7734609,Line2
3136,1,1,3760,1550262740.6075256,Line1
3137,1,1,503759,1550262743.780913,Line2
3138,1,1,3761,1550262755.6167436,Line1
3139,1,1,503760,1550262758.7923338,Line2
3140,0,0,3762,1550262770.6292338,Line1
3141,0,0,503761,1550262773.8026433,Line2
3142,1,1,503762,1550262788.8095622,Line2
3143,0,0,3763,1550262785.635098,Line1
3144,1,1,503763,1550262803.8095667,Line2
3145,1,1,3764,1550262800.6355402,Line1
3146,1,1,3765,1550262815.644652,Line1
3147,1,1,3766,1550262830.6558995,Line1
3148,0,0,503764,1550262818.8204634,Line2
3149,1,1,503765,1550262833.8282545,Line2
3150,1,1,3767,1550262845.6782496,Line1
3151,0,0,503766,1550262848.8350418,Line2
3152,1,1,3768,1550262860.6832416,Line1
3153,1,1,503767,1550262863.8426402,Line2
3154,1,1,3769,1550262875.6942518,Line1
3155,1,1,503768,1550262878.8519742,Line2
3156,1,1,503769,1550262893.857559,Line2
3157,0,0,3770,1550262890.7008262,Line1
3158,1,1,503770,1550262908.8602903,Line2
3159,1,1,3771,1550262905.702481,Line1
3160,1,1,3772,1550262920.7117097,Line1
3161,1,1,503771,1550262923.870658,Line2
3162,1,1,503772,1550262938.8805456,Line2
3163,0,0,3773,1550262935.7225254,Line1
3164,1,1,503773,1550262953.8885496,Line2
3165,0,0,3774,1550262950.7316518,Line1
3166,1,1,503774,1550262968.9038937,Line2
3167,1,1,503775,1550262983.9086635,Line2
3168,0,0,3775,1550262965.7400908,Line1
3169,1,1,3776,1550262980.7525494,Line1
3170,1,1,503776,1550262998.9155703,Line2
3171,1,1,3777,1550262995.755545,Line1
3172,1,1,3778,1550263010.7840405,Line1
3173,1,1,3779,1550263025.7935383,Line1
3174,0,0,503777,1550263013.92614,Line2
3175,1,1,503778,1550263028.9369066,Line2
3176,1,1,3780,1550263040.7984917,Line1
3177,1,1,503779,1550263043.9419274,Line2
3178,0,0,3781,1550263055.8090038,Line1
3179,0,0,503780,1550263058.951092,Line2
3180,1,1,3782,1550263070.8093855,Line1
3181,1,1,3783,1550263085.8117087,Line1
3182,0,0,503781,1550263073.9532743,Line2
3183,1,1,503782,1550263088.97881,Line2
3184,1,1,3784,1550263100.8257759,Line1
3185,1,1,503783,1550263103.9847877,Line2
3186,1,1,3785,1550263115.836406,Line1
3187,1,1,503784,1550263118.9931836,Line2
3188,1,1,3786,1550263130.8389359,Line1
3189,1,1,503785,1550263133.9967117,Line2
3190,1,1,3787,1550263145.839872,Line1
3191,1,1,503786,1550263148.9967406,Line2
3192,1,1,3788,1550263160.849157,Line1
3193,1,1,503787,1550263164.0058863,Line2
3194,1,1,3789,1550263175.85737,Line1
3195,1,1,503788,1550263179.0154152,Line2
3196,1,1,3790,1550263190.86671,Line1
3197,0,0,503789,1550263194.0244186,Line2
3198,1,1,3791,1550263205.8724422,Line1
3199,1,1,503790,1550263209.0317416,Line2
3200,1,1,503791,1550263224.0396597,Line2
3201,0,0,3792,1550263220.898526,Line1
3202,1,1,503792,1550263239.0438645,Line2
3203,1,1,3793,1550263235.9043922,Line1
3204,1,1,3794,1550263250.917663,Line1
3205,1,1,503793,1550263254.0465598,Line2
3206,1,1,3795,1550263265.929189,Line1
3207,1,1,503794,1550263269.054715,Line2
3208,1,1,3796,1550263280.9383595,Line1
3209,1,1,503795,1550263284.0660298,Line2
3210,1,1,3797,1550263295.9484284,Line1
3211,0,0,503796,1550263299.0739646,Line2
3212,1,1,3798,1550263310.9502468,Line1
3213,1,1,503797,1550263314.075922,Line2
3214,1,1,3799,1550263325.9561348,Line1
3215,1,1,503798,1550263329.081643,Line2
3216,1,1,503799,1550263344.0897927,Line2
3217,0,0,3800,1550263340.9632792,Line1
3218,1,1,503800,1550263359.0944762,Line2
3219,1,1,3801,1550263355.9688053,Line1
3220,1,1,3802,1550263370.9743142,Line1
3221,1,1,503801,1550263374.099938,Line2
3222,1,1,3803,1550263385.9809182,Line1
3223,1,1,503802,1550263389.108696,Line2
3224,1,1,3804,1550263400.9932468,Line1
3225,1,1,503803,1550263404.1209052,Line2
3226,1,1,3805,1550263416.003691,Line1
3227,0,0,503804,1550263419.1302192,Line2
3228,1,1,3806,1550263431.0121236,Line1
3229,1,1,503805,1550263434.140068,Line2
3230,1,1,3807,1550263446.0199673,Line1
3231,0,0,503806,1550263449.1464863,Line2
3232,1,1,3808,1550263461.025619,Line1
3233,1,1,503807,1550263464.1535273,Line2
3234,1,1,3809,1550263476.0357244,Line1
3235,1,1,503808,1550263479.1622522,Line2
3236,1,1,3810,1550263491.0437498,Line1
3237,1,1,503809,1550263494.1724539,Line2
3238,1,1,3811,1550263506.0527704,Line1
3239,1,1,503810,1550263509.1814885,Line2
3240,1,1,3812,1550263521.0643477,Line1
3241,1,1,503811,1550263524.1899147,Line2
3242,0,0,3813,1550263536.0726645,Line1
3243,0,0,503812,1550263539.2004032,Line2
3244,1,1,3814,1550263551.0749643,Line1
3245,1,1,503813,1550263554.207677,Line2
3246,1,1,3815,1550263566.0770898,Line1
3247,1,1,503814,1550263569.2192657,Line2
3248,1,1,3816,1550263581.0873294,Line1
3249,1,1,503815,1550263584.2285285,Line2
3250,1,1,3817,1550263596.092018,Line1
3251,1,1,503816,1550263599.234473,Line2
3252,1,1,3818,1550263611.1000123,Line1
3253,1,1,503817,1550263614.2434163,Line2
3254,1,1,503818,1550263629.2504654,Line2
3255,0,0,3819,1550263626.1084404,Line1
3256,1,1,503819,1550263644.2510874,Line2
3257,1,1,3820,1550263641.1108365,Line1
3258,1,1,3821,1550263656.116012,Line1
3259,1,1,503820,1550263659.258847,Line2
3260,1,1,3822,1550263671.1251767,Line1
3261,1,1,503821,1550263674.266327,Line2
3262,1,1,3823,1550263686.133692,Line1
3263,0,0,503822,1550263689.277141,Line2
3264,1,1,3824,1550263701.1416197,Line1
3265,1,1,503823,1550263704.2820928,Line2
3266,1,1,3825,1550263716.1458604,Line1
3267,0,0,503824,1550263719.2903724,Line2
3268,1,1,3826,1550263731.1569867,Line1
3269,1,1,503825,1550263734.300738,Line2
3270,1,1,3827,1550263746.166856,Line1
3271,0,0,503826,1550263749.308925,Line2
3272,1,1,3828,1550263761.1777544,Line1
3273,1,1,503827,1550263764.3228858,Line2
3274,1,1,3829,1550263776.188993,Line1
3275,1,1,503828,1550263779.3333168,Line2
3276,1,1,3830,1550263791.2015786,Line1
3277,1,1,503829,1550263794.3437567,Line2
3278,1,1,3831,1550263806.207953,Line1
3279,1,1,503830,1550263809.3503664,Line2
3280,1,1,3832,1550263821.2131257,Line1
3281,1,1,503831,1550263824.35428,Line2
3282,1,1,3833,1550263836.221231,Line1
3283,1,1,503832,1550263839.363722,Line2
3284,1,1,3834,1550263851.231913,Line1
3285,1,1,503833,1550263854.3740225,Line2
3286,1,1,3835,1550263866.2442372,Line1
3287,1,1,503834,1550263869.3811061,Line2
3288,1,1,503835,1550263884.38952,Line2
3289,0,0,3836,1550263881.2472236,Line1
3290,1,1,503836,1550263899.397823,Line2
3291,1,1,3837,1550263896.2554996,Line1
3292,1,1,3838,1550263911.2669349,Line1
3293,1,1,503837,1550263914.4080868,Line2
3294,1,1,3839,1550263926.2739766,Line1
3295,1,1,503838,1550263929.4175253,Line2
3296,1,1,3840,1550263941.284652,Line1
3297,1,1,503839,1550263944.426756,Line2
3298,1,1,503840,1550263959.4368901,Line2
3299,0,0,3841,1550263956.2947977,Line1
3300,1,1,503841,1550263974.447352,Line2
3301,0,0,3842,1550263971.306101,Line1
3302,1,1,3843,1550263986.3100102,Line1
3303,0,0,503842,1550263989.4502857,Line2
3304,1,1,3844,1550264001.3128028,Line1
3305,1,1,503843,1550264004.455089,Line2
3306,1,1,3845,1550264016.3235006,Line1
3307,1,1,503844,1550264019.46469,Line2
3308,1,1,3846,1550264031.3325014,Line1
3309,0,0,503845,1550264034.4745548,Line2
3310,1,1,503846,1550264049.481005,Line2
3311,0,0,3847,1550264046.3394988,Line1
3312,1,1,503847,1550264064.488518,Line2
3313,1,1,3848,1550264061.3466983,Line1
3314,1,1,3849,1550264076.3695464,Line1
3315,1,1,503848,1550264079.496058,Line2
3316,1,1,503849,1550264094.5042336,Line2
3317,0,0,3850,1550264091.3778358,Line1
3318,1,1,3851,1550264106.3842015,Line1
3319,0,0,503850,1550264109.511488,Line2
3320,1,1,3852,1550264121.3882544,Line1
3321,1,1,503851,1550264124.5139318,Line2
3322,1,1,3853,1550264136.3973045,Line1
3323,0,0,503852,1550264139.52385,Line2
3324,1,1,3854,1550264151.4061227,Line1
3325,1,1,503853,1550264154.534124,Line2
3326,1,1,3855,1550264166.4171438,Line1
3327,1,1,503854,1550264169.5426657,Line2
3328,1,1,503855,1550264184.565285,Line2
3329,0,0,3856,1550264181.4209616,Line1
3330,1,1,503856,1550264199.5726304,Line2
3331,1,1,3857,1550264196.4346359,Line1
3332,1,1,3858,1550264211.4531157,Line1
3333,0,0,503857,1550264214.5820048,Line2
3334,1,1,503858,1550264229.5876057,Line2
3335,0,0,3859,1550264226.479118,Line1
3336,1,1,503859,1550264244.589912,Line2
3337,1,1,3860,1550264241.509725,Line1
3338,1,1,503860,1550264259.5963252,Line2
3339,0,0,3861,1550264256.5331004,Line1
3340,1,1,503861,1550264274.6062908,Line2
3341,0,0,3862,1550264271.5445023,Line1
3342,1,1,503862,1550264289.6153574,Line2
3343,1,1,3863,1550264286.5523102,Line1
3344,1,1,503863,1550264304.6284788,Line2
3345,1,1,3864,1550264301.5622103,Line1
3346,0,0,3865,1550264316.5726418,Line1
3347,0,0,503864,1550264319.6370795,Line2
3348,1,1,3866,1550264331.5752437,Line1
3349,1,1,503865,1550264334.6419182,Line2
3350,1,1,3867,1550264346.5808465,Line1
3351,1,1,503866,1550264349.6461704,Line2
3352,1,1,3868,1550264361.5894663,Line1
3353,0,0,503867,1550264364.6525059,Line2
3354,1,1,3869,1550264376.5937278,Line1
3355,1,1,503868,1550264379.664402,Line2
3356,1,1,3870,1550264391.6071668,Line1
3357,0,0,503869,1550264394.672431,Line2
3358,1,1,503870,1550264409.679965,Line2
3359,0,0,3871,1550264406.6157973,Line1
3360,1,1,503871,1550264424.6868672,Line2
3361,1,1,3872,1550264421.639321,Line1
3362,1,1,3873,1550264436.6624389,Line1
3363,1,1,503872,1550264439.6942818,Line2
3364,1,1,3874,1550264451.6695411,Line1
3365,0,0,503873,1550264454.7037208,Line2
3366,1,1,3875,1550264466.6798446,Line1
3367,1,1,503874,1550264469.7149477,Line2
3368,1,1,3876,1550264481.7073128,Line1
3369,1,1,503875,1550264484.7244275,Line2
3370,1,1,503876,1550264499.730345,Line2
3371,0,0,3877,1550264496.7140958,Line1
3372,1,1,503877,1550264514.7341025,Line2
3373,0,0,3878,1550264511.7169123,Line1
3374,1,1,503878,1550264529.7474725,Line2
3375,1,1,3879,1550264526.7314029,Line1
3376,1,1,503879,1550264544.7607641,Line2
3377,1,1,3880,1550264541.7423441,Line1
3378,1,1,3881,1550264556.7527628,Line1
3379,1,1,503880,1550264559.7689872,Line2
3380,1,1,3882,1550264571.76039,Line1
3381,0,0,503881,1550264574.7787776,Line2
3382,1,1,3883,1550264586.7701793,Line1
3383,1,1,503882,1550264589.7874472,Line2
3384,1,1,3884,1550264601.7817147,Line1
3385,1,1,503883,1550264604.8001513,Line2
3386,1,1,3885,1550264616.7945616,Line1
3387,1,1,503884,1550264619.8107758,Line2
3388,1,1,3886,1550264631.8022046,Line1
3389,0,0,503885,1550264634.8217459,Line2
3390,1,1,3887,1550264646.811239,Line1
3391,0,0,503886,1550264649.8284128,Line2
3392,1,1,503887,1550264664.8388183,Line2
3393,0,0,3888,1550264661.8224988,Line1
3394,1,1,503888,1550264679.8441038,Line2
3395,0,0,3889,1550264676.8251438,Line1
3396,1,1,503889,1550264694.8570926,Line2
3397,1,1,3890,1550264691.8270812,Line1
3398,1,1,503890,1550264709.871368,Line2
3399,1,1,3891,1550264706.8382785,Line1
3400,1,1,3892,1550264721.8477957,Line1
3401,0,0,503891,1550264724.8805883,Line2
3402,1,1,3893,1550264736.8549147,Line1
3403,1,1,503892,1550264739.8918922,Line2
3404,1,1,3894,1550264751.8653631,Line1
3405,1,1,503893,1550264754.899462,Line2
3406,0,0,3895,1550264766.8746583,Line1
3407,0,0,503894,1550264769.9075074,Line2
3408,1,1,3896,1550264781.8876977,Line1
3409,1,1,3897,1550264796.9028673,Line1
3410,0,0,503895,1550264784.914977,Line2
3411,1,1,503896,1550264799.919127,Line2
3412,1,1,503897,1550264814.9214003,Line2
3413,0,0,3898,1550264811.917534,Line1
3414,1,1,503898,1550264829.9351602,Line2
3415,1,1,3899,1550264826.9188702,Line1
3416,1,1,3900,1550264841.926164,Line1
3417,1,1,503899,1550264844.9446545,Line2
3418,1,1,3901,1550264856.933617,Line1
3419,1,1,503900,1550264859.951721,Line2
3420,1,1,3902,1550264871.9372952,Line1
3421,1,1,503901,1550264874.9555938,Line2
3422,1,1,503902,1550264889.9622095,Line2
3423,0,0,3903,1550264886.9459596,Line1
3424,1,1,3904,1550264901.9499779,Line1
3425,0,0,503903,1550264904.9686651,Line2
3426,1,1,3905,1550264916.970998,Line1
3427,0,0,503904,1550264919.9717715,Line2
3428,1,1,3906,1550264931.9760327,Line1
3429,1,1,503905,1550264934.9831336,Line2
3430,1,1,503906,1550264949.9905572,Line2
3431,0,0,3907,1550264946.9889042,Line1
3432,1,1,503907,1550264964.9960744,Line2
3433,1,1,3908,1550264961.9943914,Line1
3434,1,1,3909,1550264976.9991314,Line1
3435,1,1,503908,1550264980.0028603,Line2
3436,0,0,3910,1550264992.007738,Line1
3437,0,0,503909,1550264995.0092685,Line2
3438,1,1,3911,1550265007.0123813,Line1
3439,1,1,3912,1550265022.0151386,Line1
3440,0,0,503910,1550265010.0116808,Line2
3441,1,1,503911,1550265025.0169435,Line2
3442,1,1,3913,1550265037.0385406,Line1
3443,1,1,503912,1550265040.0256112,Line2
3444,1,1,3914,1550265052.0486867,Line1
3445,1,1,503913,1550265055.0346408,Line2
3446,1,1,3915,1550265067.058025,Line1
3447,1,1,503914,1550265070.0452325,Line2
3448,1,1,3916,1550265082.0726736,Line1
3449,1,1,503915,1550265085.0598257,Line2
3450,1,1,3917,1550265097.084117,Line1
3451,1,1,503916,1550265100.0689833,Line2
3452,1,1,503917,1550265115.0793803,Line2
3453,0,0,3918,1550265112.093229,Line1
3454,1,1,503918,1550265130.089967,Line2
3455,1,1,3919,1550265127.1063225,Line1
3456,1,1,3920,1550265142.1094842,Line1
3457,0,0,503919,1550265145.0944147,Line2
3458,1,1,3921,1550265157.1155875,Line1
3459,0,0,503920,1550265160.1035707,Line2
3460,1,1,3922,1550265172.1224885,Line1
3461,1,1,503921,1550265175.1087394,Line2
3462,1,1,3923,1550265187.1373694,Line1
3463,1,1,503922,1550265190.1098318,Line2
3464,1,1,3924,1550265202.1497486,Line1
3465,1,1,503923,1550265205.1200004,Line2
3466,1,1,3925,1550265217.159957,Line1
3467,1,1,503924,1550265220.1323526,Line2
3468,1,1,3926,1550265232.1708622,Line1
3469,1,1,503925,1550265235.1411867,Line2
3470,0,0,3927,1550265247.1805103,Line1
3471,0,0,503926,1550265250.1511178,Line2
3472,0,0,3928,1550265262.1861448,Line1
3473,0,0,503927,1550265265.1556497,Line2
3474,1,1,3929,1550265277.1952124,Line1
3475,1,1,503928,1550265280.1573207,Line2
3476,0,0,3930,1550265292.1983573,Line1
3477,0,0,503929,1550265295.1709685,Line2
3478,1,1,3931,1550265307.2008862,Line1
3479,1,1,503930,1550265310.1714823,Line2
3480,1,1,3932,1550265322.2066345,Line1
3481,1,1,503931,1550265325.1769013,Line2
3482,1,1,3933,1550265337.2137797,Line1
3483,1,1,503932,1550265340.1852877,Line2
3484,1,1,3934,1550265352.224133,Line1
3485,1,1,503933,1550265355.194419,Line2
3486,1,1,503934,1550265370.2068663,Line2
3487,0,0,3935,1550265367.2499669,Line1
3488,1,1,503935,1550265385.2167926,Line2
3489,1,1,3936,1550265382.2627819,Line1
3490,1,1,3937,1550265397.2703798,Line1
3491,1,1,503936,1550265400.2250004,Line2
3492,1,1,3938,1550265412.2777605,Line1
3493,1,1,503937,1550265415.2336197,Line2
3494,1,1,503938,1550265430.2419014,Line2
3495,0,0,3939,1550265427.2882843,Line1
3496,1,1,503939,1550265445.255992,Line2
3497,1,1,3940,1550265442.3018653,Line1
3498,1,1,3941,1550265457.3253798,Line1
3499,1,1,503940,1550265460.2633927,Line2
3500,1,1,3942,1550265472.3501577,Line1
3501,1,1,503941,1550265475.2739213,Line2
3502,1,1,3943,1550265487.360813,Line1
3503,1,1,503942,1550265490.2841733,Line2
3504,1,1,3944,1550265502.3693397,Line1
3505,0,0,503943,1550265505.2940862,Line2
3506,1,1,3945,1550265517.3775866,Line1
3507,0,0,503944,1550265520.302485,Line2
3508,1,1,3946,1550265532.3852105,Line1
3509,1,1,503945,1550265535.3093553,Line2
3510,1,1,3947,1550265547.3901293,Line1
3511,1,1,503946,1550265550.3127136,Line2
3512,1,1,3948,1550265562.40036,Line1
3513,1,1,503947,1550265565.324926,Line2
3514,1,1,503948,1550265580.3343792,Line2
3515,0,0,3949,1550265577.4119165,Line1
3516,1,1,3950,1550265592.4187908,Line1
3517,0,0,503949,1550265595.3414304,Line2
3518,1,1,3951,1550265607.4442358,Line1
3519,1,1,503950,1550265610.3522243,Line2
3520,1,1,3952,1550265622.4548273,Line1
3521,1,1,503951,1550265625.3638492,Line2
3522,1,1,503952,1550265640.3701606,Line2
3523,0,0,3953,1550265637.4633205,Line1
3524,1,1,503953,1550265655.3776753,Line2
3525,1,1,3954,1550265652.4697063,Line1
3526,1,1,3955,1550265667.4779544,Line1
3527,1,1,503954,1550265670.3878708,Line2
3528,0,0,3956,1550265682.4882343,Line1
3529,0,0,503955,1550265685.3959417,Line2
3530,1,1,3957,1550265697.4935932,Line1
3531,1,1,503956,1550265700.4014852,Line2
3532,1,1,3958,1550265712.5029354,Line1
3533,1,1,503957,1550265715.4098475,Line2
3534,1,1,503958,1550265730.418481,Line2
3535,0,0,3959,1550265727.5094798,Line1
3536,1,1,503959,1550265745.4246812,Line2
3537,1,1,3960,1550265742.5144234,Line1
3538,1,1,3961,1550265757.5236514,Line1
3539,1,1,503960,1550265760.4305336,Line2
3540,1,1,3962,1550265772.5341692,Line1
3541,0,0,503961,1550265775.4442432,Line2
3542,1,1,3963,1550265787.5494597,Line1
3543,0,0,503962,1550265790.4573705,Line2
3544,1,1,3964,1550265802.559582,Line1
3545,1,1,503963,1550265805.4665992,Line2
3546,1,1,3965,1550265817.5874603,Line1
3547,1,1,503964,1550265820.47991,Line2
3548,0,0,3966,1550265832.6106353,Line1
3549,0,0,503965,1550265835.4871242,Line2
3550,1,1,3967,1550265847.6220975,Line1
3551,1,1,503966,1550265850.498009,Line2
3552,1,1,3968,1550265862.6353014,Line1
3553,1,1,503967,1550265865.5118544,Line2
3554,1,1,3969,1550265877.6457453,Line1
3555,1,1,503968,1550265880.5213647,Line2
3556,1,1,503969,1550265895.527908,Line2
3557,0,0,3970,1550265892.6524026,Line1
3558,1,1,503970,1550265910.529462,Line2
3559,1,1,3971,1550265907.6537344,Line1
3560,1,1,503971,1550265925.5303006,Line2
3561,0,0,3972,1550265922.653838,Line1
3562,1,1,503972,1550265940.5378618,Line2
3563,1,1,3973,1550265937.660969,Line1
3564,1,1,3974,1550265952.6689124,Line1
3565,0,0,503973,1550265955.545397,Line2
3566,1,1,3975,1550265967.6758626,Line1
3567,1,1,503974,1550265970.5571046,Line2
3568,1,1,3976,1550265982.688921,Line1
3569,1,1,503975,1550265985.5655217,Line2
3570,1,1,3977,1550265997.6963427,Line1
3571,1,1,503976,1550266000.5719686,Line2
3572,1,1,3978,1550266012.7070713,Line1
3573,1,1,503977,1550266015.581371,Line2
3574,1,1,3979,1550266027.7176285,Line1
3575,0,0,503978,1550266030.5934832,Line2
3576,1,1,3980,1550266042.7408063,Line1
3577,1,1,503979,1550266045.6018312,Line2
3578,1,1,3981,1550266057.7520008,Line1
3579,1,1,503980,1550266060.6119046,Line2
3580,1,1,3982,1550266072.7589564,Line1
3581,1,1,503981,1550266075.6201808,Line2
3582,1,1,3983,1550266087.7708967,Line1
3583,0,0,503982,1550266090.6317391,Line2
3584,1,1,3984,1550266102.776893,Line1
3585,1,1,503983,1550266105.6394374,Line2
3586,1,1,503984,1550266120.6474931,Line2
3587,0,0,3985,1550266117.7875588,Line1
3588,1,1,3986,1550266132.7963107,Line1
3589,0,0,503985,1550266135.6563575,Line2
3590,1,1,3987,1550266147.7993057,Line1
3591,1,1,503986,1550266150.6597788,Line2
3592,1,1,3988,1550266162.8079436,Line1
3593,1,1,503987,1550266165.6680279,Line2
3594,1,1,3989,1550266177.816495,Line1
3595,0,0,503988,1550266180.6754694,Line2
3596,0,0,3990,1550266192.8276186,Line1
3597,0,0,503989,1550266195.6886947,Line2
3598,1,1,3991,1550266207.8360202,Line1
3599,1,1,503990,1550266210.712664,Line2
3600,1,1,3992,1550266222.838928,Line1
3601,0,0,503991,1550266225.7178347,Line2
3602,1,1,3993,1550266237.8445463,Line1
3603,1,1,503992,1550266240.7202704,Line2
3604,1,1,3994,1550266252.853177,Line1
3605,0,0,503993,1550266255.728806,Line2
3606,1,1,3995,1550266267.8590975,Line1
3607,1,1,503994,1550266270.7357912,Line2
3608,1,1,3996,1550266282.8688824,Line1
3609,1,1,503995,1550266285.7462862,Line2
3610,1,1,503996,1550266300.7552626,Line2
3611,0,0,3997,1550266297.878829,Line1
3612,1,1,503997,1550266315.7642817,Line2
3613,1,1,3998,1550266312.903127,Line1
3614,0,0,3999,1550266327.913887,Line1
3615,0,0,503998,1550266330.776979,Line2
3616,1,1,4000,1550266342.9190753,Line1
3617,1,1,4001,1550266357.9234083,Line1
3618,0,0,503999,1550266345.779128,Line2
3619,1,1,504000,1550266360.7873569,Line2
3620,0,0,4002,1550266372.935762,Line1
3621,0,0,504001,1550266375.794946,Line2
3622,1,1,4003,1550266387.9431026,Line1
3623,1,1,504002,1550266390.8042538,Line2
3624,1,1,4004,1550266402.9571314,Line1
3625,1,1,504003,1550266405.8194962,Line2
3626,1,1,504004,1550266420.842273,Line2
3627,0,0,4005,1550266417.9667263,Line1
3628,1,1,504005,1550266435.8479967,Line2
3629,1,1,4006,1550266432.9736392,Line1
3630,1,1,4007,1550266447.9794767,Line1
3631,1,1,504006,1550266450.8563037,Line2
3632,1,1,4008,1550266462.9868968,Line1
3633,1,1,504007,1550266465.86247,Line2
3634,1,1,4009,1550266477.99794,Line1
3635,0,0,504008,1550266480.8734524,Line2
3636,1,1,4010,1550266493.0059457,Line1
3637,0,0,504009,1550266495.8959246,Line2
3638,1,1,4011,1550266508.021308,Line1
3639,1,1,504010,1550266510.8969505,Line2
3640,1,1,4012,1550266523.0256817,Line1
3641,1,1,504011,1550266525.9026146,Line2
3642,1,1,4013,1550266538.0352254,Line1
3643,1,1,504012,1550266540.9107792,Line2
3644,1,1,4014,1550266553.0400393,Line1
3645,0,0,504013,1550266555.918797,Line2
3646,1,1,4015,1550266568.0494013,Line1
